ID,y
1,61.31440622535963
2,108.30153640072666
3,68.52849869627076
4,74.65542391611672
5,91.75617348899853
8,91.2174909489269
10,111.81046151135025
11,87.98472401252167
12,111.74530309797846
14,94.8866036428975
15,116.98486054505896
16,103.63038927702962
17,98.48346972066363
19,94.43496222466604
20,108.34495825939865
21,96.11282153815701
22,117.65978443203689
23,99.48148974344073
26,100.32511080311461
28,104.20831809480309
29,99.49686056116445
33,99.50710777298028
35,91.47498275274316
41,96.95708214315177
42,95.1320052290234
43,118.189653961537
45,101.83767732541946
46,101.15726478820585
51,94.07646046816109
53,87.06434318452813
55,114.42009536415883
56,92.60231970776783
57,102.30599061471293
58,91.97804609487471
59,98.39335102476858
63,111.58388217795658
64,94.69599498473163
65,106.58848189019308
69,89.98827537643623
71,94.33170364442365
72,100.61546585288579
73,93.44608771541385
76,98.96082099416938
77,104.06359240620007
78,117.3734402213989
82,93.14371170977839
83,106.63459434336428
84,100.41236889357401
85,100.73646928060573
87,111.60007194211096
88,97.07748688198771
89,113.1433296708676
91,94.59109474648861
93,90.94370322395471
94,100.85263261997099
95,91.62046196006767
96,110.00338419480589
97,91.5639229843538
98,111.76275591515505
99,92.9828268538285
101,101.47116497713155
103,113.179194912223
104,89.60671599806963
105,112.7456625442639
110,93.53047414542279
111,110.70030313448449
113,112.26797862015017
114,95.86625483839671
115,110.74800670330687
117,113.21506015357839
120,92.89423943768827
121,112.4287767912329
122,96.15954724264006
123,115.09072418583852
126,112.55637929836809
132,110.71521905368104
135,103.7915945214283
137,101.48191481572654
138,94.93703979329484
140,91.91961648991118
142,103.61878656669104
144,112.09521033720662
148,89.85177346889954
149,113.1230247283618
155,93.0248667193868
156,110.79020346303356
157,91.71763116159117
162,113.19876456311391
163,105.39437390696718
167,95.36418224322368
172,118.5201265425974
179,121.86328923575806
180,98.02432619614675
181,110.49610807869443
182,97.48093050369842
183,113.38413914853952
185,113.38926275444743
187,112.41363607484445
188,92.76411666092706
189,94.07271161886769
191,91.36741632195479
192,118.48442038160836
193,95.23139891024569
194,113.3310804152832
195,88.68668278077672
196,115.12959363702731
198,95.05605062239269
199,112.89691499000305
201,105.84297108307817
204,94.02652752583751
205,102.9944701947774
206,87.31268409452358
210,93.93789922761404
211,101.75296330206676
216,110.76515059726658
219,116.81749216524824
220,93.98754031898805
221,112.60226027629992
226,110.61138921162248
227,94.15467993325778
228,111.28163063692229
230,111.34974138600873
231,91.90720458018396
235,116.61757761282279
236,93.37517139823889
238,111.10775960746889
242,97.24766499672472
243,93.18766461070321
244,77.86648757630724
245,108.6875180349882
247,114.54730327096664
248,88.41247268106318
249,95.6692324548621
250,111.46293222172015
251,93.41359844254825
253,116.663690065994
254,94.10183180743721
256,96.07953797110679
257,95.31401858501455
258,117.36648368527406
259,94.35493722731945
262,75.12054711945939
266,89.5311748798561
267,113.00765976056309
272,99.79677723668823
273,113.6147014143956
275,94.34937407827736
276,116.49011367444058
279,95.9194084606249
280,107.13926952529371
283,94.93630810425147
285,110.28597538248174
288,113.65312845870494
289,102.26113710144769
290,106.65277355513167
291,94.4468199203946
292,108.85593994940973
293,111.58747556686687
296,92.7049148896757
297,112.1602567305632
298,117.60660609109166
299,92.7823732435075
304,89.98007230936804
305,81.6812164140388
306,92.61298659606769
307,110.55279170558423
311,117.55269943179282
313,110.50383528843903
314,89.39486705474465
316,82.74750249403166
324,92.4444988876377
327,96.41429280195078
329,90.78462312576805
330,112.82656314461076
337,106.16684477683313
338,92.39762079875847
339,107.70218177173625
340,95.2528515687311
343,93.58381432086921
345,115.32513496417832
346,94.93165753405708
347,111.86392982302537
349,110.845478883103
350,95.35464093145009
352,117.70497660520014
353,93.59480835631206
354,76.17222706818052
357,92.69653353271809
358,109.69856933224251
362,111.08380777564128
364,115.79120040476094
365,101.9842592092171
366,105.01276865443788
367,112.86481886486062
368,96.38855566991272
370,64.09564020822711
373,90.9047206819578
377,88.60343568933231
378,106.88743663546333
